ID,SalePrice
1461,120129.29242364268
1462,148847.15162609582
1463,190250.77241183928
1464,202918.50300858708
1465,190675.7837295266
1466,171882.83112612105
1467,175281.3698111519
1468,161387.7101963199
1469,189462.75484038747
1470,121401.59592583685
1471,190263.0289644028
1472,95284.88585841034
1473,96331.27747339504
1474,149479.5596111231
1475,114996.83112775101
1476,364623.0053487926
1477,253559.59664678006
1478,279399.4062552527
1479,275656.5365709326
1480,497481.1621023734
1481,330158.9914110929
1482,206277.02144121364
1483,177539.7670781926
1484,165757.80883723492
1485,178774.40138264827
1486,197189.41091445726
1487,335550.5918702676
1488,234618.66182333883
1489,201073.32459626455
1490,236778.47960575507
1491,191059.92102086497
1492,95460.29201103795
1493,180656.25909780906
1494,281383.8908273887
1495,286580.8379767835
1496,232449.99394563795
1497,182139.28276001764
1498,162609.10127013637
1499,159984.94010317852
1500,154463.2739653479
1501,176002.80685461996
1502,147776.18378295182
1503,287179.68106530944
1504,243341.1898657067
1505,225670.0966825543
1506,184837.35059180952
1507,262119.7939516547
1508,198273.97474316767
1509,158736.95654842095
1510,146694.52010391827
1511,150733.68005842355
1512,178743.32904009972
1513,144828.76452230097
1514,155218.30280860522
1515,191069.1393582731
1516,151573.79578760915
1517,170379.00283628431
1518,130615.11547771227
1519,215706.97613883682
1520,131154.20644338726
1521,134394.84153855077
1522,174180.0541529549
1523,111704.33347001432
1524,119979.48166891323
1525,123590.69049440237
1526,112342.63783730213
1527,105095.21470548546
1528,132268.00248768798
1529,150986.48926669123
1530,186594.23746450507
1531,109644.71646350731
1532,94056.46435038594
1533,153218.22342317516
1534,119756.80491956897
1535,150492.87045388858
1536,111202.30176273397
1537,66364.32839525053
1538,151247.4403205509
1539,189187.71316433328
1540,94293.51099709842
1541,138530.96100620067
1542,142323.35248060015
1543,196439.63287934905
1544,83623.0413270369
1545,111827.68389030686
1546,130297.12227924142
1547,133324.1564894343
1548,135431.26655612636
1549,115227.96815578097
1550,136602.03277385913
1551,107920.15201865726
1552,139358.07358227743
1553,148594.91933970616
1554,119523.29317845636
1555,162975.47546641686
1556,85502.21150515403
1557,109848.70128940787
1558,96620.06173125772
1559,68920.4314154777
1560,130231.12104257019
1561,126782.93574427342
1562,129462.87918803767
1563,121013.14292751692
1564,158408.64103893688
1565,148653.52342590372
1566,234064.83703849054
1567,77133.96286856057
1568,232613.17735109822
1569,131361.93646496214
1570,136690.68778165648
1571,119369.16418066775
1572,145692.74513873432
1573,249829.03500424855
1574,123393.83959865091
1575,233859.55689536297
1576,256747.48111684094
1577,190128.72024942926
1578,141627.97580963952
1579,144008.4257157359
1580,192317.7975943301
1581,154855.56689070712
1582,123367.7869277426
1583,308338.3733232718
1584,226092.0551894397
1585,137826.70915733415
1586,67110.05832757246
1587,99521.41906265685
1588,156644.86645542108
1589,100936.79992649172
1590,134271.50717301999
1591,94385.4166820706
1592,113163.85110592238
1593,122365.36974173474
1594,128518.22188462665
1595,108980.76489292235
1596,229787.56413836963
1597,186521.87118863987
1598,216227.0958339801
1599,168241.94949068397
1600,156439.26119624582
1601,66863.42590272118
1602,115215.45221532391
1603,70387.43771327104
1604,265172.7755622819
1605,238290.22516480507
1606,169456.78058516688
1607,171575.99597747717
1608,209894.7440224294
1609,186652.43465727792
1610,149699.59540337956
1611,139147.2477074694
1612,169845.60082946325
1613,168629.39803860788
1614,124624.84864033507
1615,88655.3402923912
1616,73727.24521991758
1617,90888.88138893334
1618,124554.08805540187
1619,140728.2028249451
1620,170914.29008835857
1621,135635.78080097443
1622,139431.4652014202
1623,272426.31945709145
1624,223491.00133908552
1625,117502.85565642627
1626,164890.24357831958
1627,195117.85285947178
1628,282074.7668459165
1629,178628.86801103043
1630,350133.91756742686
1631,211592.31518715428
1632,235567.233796814
1633,167723.0450264263
1634,188255.99716129433
1635,175207.03810627112
1636,153440.29833717708
1637,201351.75343737815
1638,182998.3485109853
1639,186319.00667273893
1640,258377.32194242673
1641,179514.53286380548
1642,232642.0098175791
1643,220419.8272474427
1644,233279.96966154058
1645,210514.46538511218
1646,158807.77462512595
1647,154474.9746398879
1648,132919.04283358142
1649,137678.00951773173
1650,113677.432920045
1651,121984.5394275049
1652,95445.96987284298
1653,98782.2808330886
1654,145145.96086627003
1655,141327.86368551807
1656,141802.0328297112
1657,146061.44683525697
1658,145214.4137732129
1659,120313.0725973132
1660,156781.18064402015
1661,444361.264659235
1662,406868.8651769939
1663,374647.42956613516
1664,524778.7340618919
1665,300363.30859394924
1666,331552.8326444213
1667,367355.01522121194
1668,335081.0860973539
1669,295666.74583328934
1670,341956.3127422329
1671,264007.40619172546
1672,424328.36130101664
1673,294840.86368636764
1674,246384.6307509943
1675,196035.13236101548
1676,199274.357101101
1677,219774.48727542243
1678,493617.32455069665
1679,387317.7012882296
1680,336713.04864196415
1681,236374.67446404716
1682,312512.1938676751
1683,186476.95464135808
1684,170922.5727274311
1685,169340.0272108692
1686,167244.1012239961
1687,164924.58030141715
1688,192412.75614821338
1689,192467.81527670723
1690,193537.2078672672
1691,181442.3195862115
1692,253387.9236097148
1693,165068.3200880007
1694,178891.94252014236
1695,162335.38250595116
1696,277791.2845160874
1697,167618.24011347137
1698,353305.1974318806
1699,309817.4795904148
1700,252281.0871298749
1701,267101.6967470993
1702,245006.87040055296
1703,245159.56741708372
1704,278867.4160353974
1705,228670.55244246247
1706,438452.1768970428
1707,214299.2630676003
1708,204766.18425616293
1709,266244.09047067305
1710,222316.97670890606
1711,266052.3951506022
1712,264601.1136580492
1713,275446.27979878854
1714,224274.69041509405
1715,204806.05852438623
1716,183935.56904045132
1717,171097.48770092078
1718,137148.1389875812
1719,208761.25608889054
1720,247348.64867277298
1721,161152.3493131121
1722,125844.11969048272
1723,153429.89191777763
1724,211343.70849068838
1725,237748.21150662735
1726,190647.54399597715
1727,155507.9840431868
1728,170087.22287869907
1729,165651.04084085076
1730,158705.10818033546
1731,119503.75983964854
1732,129607.70187332797
1733,117744.70196818397
1734,122626.07889384475
1735,126451.81022813068
1736,112544.60009685643
1737,314144.72760621057
1738,237160.80934555508
1739,260863.85814477422
1740,242756.96673724704
1741,202865.58857826353
1742,170347.1841635916
1743,177232.71944331218
1744,324756.8605353688
1745,213066.60978018004
1746,183680.8756267401
1747,215068.32249591683
1748,227659.19968092578
1749,147570.45411579876
1750,126622.50379332236
1751,247767.10261421904
1752,119052.74181872164
1753,149981.0537170544
1754,195841.85065451343
1755,161720.02116573663
1756,125024.34933283066
1757,120855.59658219048
1758,142407.27655943928
1759,155654.24260833033
1760,163913.82970478848
1761,148380.7024245589
1762,178436.12073465378
1763,178789.90454015284
1764,115152.60595449612
1765,153354.60192210617
1766,188576.2273561932
1767,228606.3712819826
1768,143228.71031667475
1769,169043.65111241618
1770,149158.76628563745
1771,125030.06002817902
1772,137082.22976146464
1773,127465.72596624642
1774,144711.37798520995
1775,138459.42780160345
1776,126306.24514847927
1777,107187.34504420788
1778,142274.45172213286
1779,118271.51797163446
1780,167384.0406205192
1781,128381.54281515369
1782,91728.60928831856
1783,143334.61320690892
1784,108577.77832033006
1785,120557.45452996003
1786,148476.27524877654
1787,164968.28399619204
1788,59095.64558518373
1789,103072.82427473544
1790,81447.20361247164
1791,175401.5081094371
1792,157511.59133763748
1793,122891.76100110613
1794,153093.46704189994
1795,135863.9488829841
1796,125552.4621563553
1797,114248.68064563625
1798,122600.75727427725
1799,110175.06703847948
1800,125961.02132839676
1801,126908.56007973109
1802,128487.95712106215
1803,147211.37870551844
1804,140885.38704811514
1805,135015.91576368536
1806,127618.64659331087
1807,126206.0218935259
1808,118747.79989373258
1809,120640.00907542072
1810,144929.85893740007
1811,87718.97220936426
1812,97168.05591224068
1813,126587.6055248151
1814,95701.87265088888
1815,54744.89432486401
1816,96222.51349222597
1817,111906.76234916726
1818,147613.25391530572
1819,125043.69215549873
1820,54879.09915490565
1821,110492.3379674521
1822,149388.48844305935
1823,44834.562847713634
1824,129269.58262085059
1825,141317.60528898198
1826,105893.05189373091
1827,102285.2436863158
1828,135233.78873973832
1829,116494.51590638695
1830,145809.47573081774
1831,147482.91407044735
1832,79157.03876231726
1833,138932.00758088386
1834,123463.5541307618
1835,121676.93243811619
1836,129638.1472899328
1837,91130.24378351518
1838,127819.79127567635
1839,96864.22932697125
1840,152280.37046101788
1841,141750.8611499879
1842,87438.35696429342
1843,135043.29630055078
1844,138554.43077834888
1845,142412.5951714271
